2025-05-17 13:07:09,934 INFO    StreamThr :21000 [internal.py:wandb_internal():86] W&B internal server running at pid: 21000, started at: 2025-05-17 13:07:09.933655
2025-05-17 13:07:09,939 DEBUG   HandlerThread:21000 [handler.py:handle_request():146] handle_request: status
2025-05-17 13:07:09,948 INFO    WriterThread:21000 [datastore.py:open_for_write():85] open: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250517_130709-76frmfsp\run-76frmfsp.wandb
2025-05-17 13:07:09,948 DEBUG   SenderThread:21000 [sender.py:send():380] send: header
2025-05-17 13:07:10,015 DEBUG   SenderThread:21000 [sender.py:send():380] send: run
2025-05-17 13:07:10,648 INFO    SenderThread:21000 [dir_watcher.py:__init__():211] watching files in: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250517_130709-76frmfsp\files
2025-05-17 13:07:10,648 INFO    SenderThread:21000 [sender.py:_start_run_threads():1122] run started: 76frmfsp with start time 1747480029.942679
2025-05-17 13:07:10,648 DEBUG   HandlerThread:21000 [handler.py:handle_request():146] handle_request: check_version
2025-05-17 13:07:10,648 DEBUG   SenderThread:21000 [sender.py:send_request():407] send_request: check_version
2025-05-17 13:07:11,115 DEBUG   HandlerThread:21000 [handler.py:handle_request():146] handle_request: run_start
2025-05-17 13:07:11,154 DEBUG   HandlerThread:21000 [system_info.py:__init__():32] System info init
2025-05-17 13:07:11,155 DEBUG   HandlerThread:21000 [system_info.py:__init__():47] System info init done
2025-05-17 13:07:11,155 INFO    HandlerThread:21000 [system_monitor.py:start():194] Starting system monitor
2025-05-17 13:07:11,155 INFO    SystemMonitor:21000 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-17 13:07:11,155 INFO    HandlerThread:21000 [system_monitor.py:probe():214] Collecting system info
2025-05-17 13:07:11,158 INFO    SystemMonitor:21000 [interfaces.py:start():190] Started cpu monitoring
2025-05-17 13:07:11,165 DEBUG   HandlerThread:21000 [system_info.py:probe():196] Probing system
2025-05-17 13:07:11,165 INFO    SystemMonitor:21000 [interfaces.py:start():190] Started disk monitoring
2025-05-17 13:07:11,177 INFO    SystemMonitor:21000 [interfaces.py:start():190] Started memory monitoring
2025-05-17 13:07:11,192 INFO    SystemMonitor:21000 [interfaces.py:start():190] Started network monitoring
2025-05-17 13:07:11,207 DEBUG   HandlerThread:21000 [system_info.py:_probe_git():181] Probing git
2025-05-17 13:07:11,334 DEBUG   HandlerThread:21000 [system_info.py:_probe_git():189] Probing git done
2025-05-17 13:07:11,334 DEBUG   HandlerThread:21000 [system_info.py:probe():244] Probing system done
