2025-05-16 19:11:53,328 INFO    StreamThr :16528 [internal.py:wandb_internal():86] W&B internal server running at pid: 16528, started at: 2025-05-16 19:11:53.328655
2025-05-16 19:11:53,328 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: status
2025-05-16 19:11:53,346 INFO    WriterThread:16528 [datastore.py:open_for_write():85] open: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_191153-5wvztjfo\run-5wvztjfo.wandb
2025-05-16 19:11:53,347 DEBUG   SenderThread:16528 [sender.py:send():380] send: header
2025-05-16 19:11:53,409 DEBUG   SenderThread:16528 [sender.py:send():380] send: run
2025-05-16 19:11:53,956 INFO    SenderThread:16528 [dir_watcher.py:__init__():211] watching files in: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_191153-5wvztjfo\files
2025-05-16 19:11:53,956 INFO    SenderThread:16528 [sender.py:_start_run_threads():1122] run started: 5wvztjfo with start time 1747415513.328655
2025-05-16 19:11:53,973 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: check_version
2025-05-16 19:11:53,973 DEBUG   SenderThread:16528 [sender.py:send_request():407] send_request: check_version
2025-05-16 19:11:54,308 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: run_start
2025-05-16 19:11:54,335 DEBUG   HandlerThread:16528 [system_info.py:__init__():32] System info init
2025-05-16 19:11:54,335 DEBUG   HandlerThread:16528 [system_info.py:__init__():47] System info init done
2025-05-16 19:11:54,335 INFO    HandlerThread:16528 [system_monitor.py:start():194] Starting system monitor
2025-05-16 19:11:54,335 INFO    SystemMonitor:16528 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-16 19:11:54,335 INFO    HandlerThread:16528 [system_monitor.py:probe():214] Collecting system info
2025-05-16 19:11:54,335 INFO    SystemMonitor:16528 [interfaces.py:start():190] Started cpu monitoring
2025-05-16 19:11:54,346 DEBUG   HandlerThread:16528 [system_info.py:probe():196] Probing system
2025-05-16 19:11:54,346 INFO    SystemMonitor:16528 [interfaces.py:start():190] Started disk monitoring
2025-05-16 19:11:54,356 INFO    SystemMonitor:16528 [interfaces.py:start():190] Started memory monitoring
2025-05-16 19:11:54,362 INFO    SystemMonitor:16528 [interfaces.py:start():190] Started network monitoring
2025-05-16 19:11:54,378 DEBUG   HandlerThread:16528 [system_info.py:_probe_git():181] Probing git
2025-05-16 19:11:54,489 DEBUG   HandlerThread:16528 [system_info.py:_probe_git():189] Probing git done
2025-05-16 19:11:54,489 DEBUG   HandlerThread:16528 [system_info.py:probe():244] Probing system done
2025-05-16 19:11:54,489 DEBUG   HandlerThread:16528 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.10.0', 'heartbeatAt': '2025-05-16T17:11:54.346602', 'startedAt': '2025-05-16T17:11:53.312732', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\javier\\OneDrive\\Documentos\\Master\\MLOps\\upm-dl-mlops\\project\\src\\api\\train.py', 'codePathLocal': 'train.py', 'codePath': 'project\\src\\api\\train.py', 'git': {'remote': 'https://github.com/javier-pg/upm-dl-mlops.git', 'commit': '398aaa143e16c404dafbfd1b44af36e71c54af78'}, 'email': 'javiervalvi@gmail.com', 'root': 'C:/Users/javier/OneDrive/Documentos/Master/MLOps/upm-dl-mlops', 'host': 'Valero', 'username': 'javier', 'executable': 'C:\\Users\\javier\\OneDrive\\Documentos\\Master\\MLOps\\upm-dl-mlops\\venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1600.0, 'min': 0.0, 'max': 1800.0}, 'cpu_freq_per_core': [{'current': 1600.0, 'min': 0.0, 'max': 1800.0}], 'disk': {'/': {'total': 237.19237899780273, 'used': 208.64041137695312}}, 'memory': {'total': 7.88580322265625}}
2025-05-16 19:11:54,489 INFO    HandlerThread:16528 [system_monitor.py:probe():224] Finished collecting system info
2025-05-16 19:11:54,489 INFO    HandlerThread:16528 [system_monitor.py:probe():227] Publishing system info
2025-05-16 19:11:54,489 DEBUG   HandlerThread:16528 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-05-16 19:11:54,497 DEBUG   HandlerThread:16528 [system_info.py:_save_pip():68] Saving pip packages done
2025-05-16 19:11:54,497 INFO    HandlerThread:16528 [system_monitor.py:probe():229] Finished publishing system info
2025-05-16 19:11:54,509 DEBUG   SenderThread:16528 [sender.py:send():380] send: files
2025-05-16 19:11:54,509 INFO    SenderThread:16528 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2025-05-16 19:11:54,520 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: stop_status
2025-05-16 19:11:54,521 DEBUG   SenderThread:16528 [sender.py:send_request():407] send_request: stop_status
2025-05-16 19:11:54,523 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: internal_messages
2025-05-16 19:11:54,961 INFO    Thread-16 :16528 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_191153-5wvztjfo\files\requirements.txt
2025-05-16 19:11:54,961 INFO    Thread-16 :16528 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_191153-5wvztjfo\files\wandb-metadata.json
2025-05-16 19:11:54,963 DEBUG   SenderThread:16528 [sender.py:send():380] send: telemetry
2025-05-16 19:11:55,245 INFO    wandb-upload_0:16528 [upload_job.py:push():131] Uploaded file C:\Users\javier\AppData\Local\Temp\tmp9biiq9p5wandb\cy88bde7-wandb-metadata.json
2025-05-16 19:11:58,990 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: status_report
2025-05-16 19:12:01,783 DEBUG   SenderThread:16528 [sender.py:send():380] send: exit
2025-05-16 19:12:01,784 INFO    SenderThread:16528 [sender.py:send_exit():585] handling exit code: 1
2025-05-16 19:12:01,784 INFO    SenderThread:16528 [sender.py:send_exit():587] handling runtime: 7
2025-05-16 19:12:01,788 INFO    SenderThread:16528 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-05-16 19:12:01,788 INFO    SenderThread:16528 [sender.py:send_exit():593] send defer
2025-05-16 19:12:01,789 DEBUG   HandlerThread:16528 [handler.py:handle_request():146] handle_request: defer
