2025-05-16 19:04:29,403 INFO    StreamThr :22724 [internal.py:wandb_internal():86] W&B internal server running at pid: 22724, started at: 2025-05-16 19:04:29.402429
2025-05-16 19:04:29,407 DEBUG   HandlerThread:22724 [handler.py:handle_request():146] handle_request: status
2025-05-16 19:04:29,438 INFO    WriterThread:22724 [datastore.py:open_for_write():85] open: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_190429-pfel80hl\run-pfel80hl.wandb
2025-05-16 19:04:29,440 DEBUG   SenderThread:22724 [sender.py:send():380] send: header
2025-05-16 19:04:29,558 DEBUG   SenderThread:22724 [sender.py:send():380] send: run
2025-05-16 19:04:30,324 INFO    SenderThread:22724 [dir_watcher.py:__init__():211] watching files in: C:\Users\javier\OneDrive\Documentos\Master\MLOps\upm-dl-mlops\project\src\api\wandb\run-20250516_190429-pfel80hl\files
2025-05-16 19:04:30,324 INFO    SenderThread:22724 [sender.py:_start_run_threads():1122] run started: pfel80hl with start time 1747415069.418161
2025-05-16 19:04:30,537 DEBUG   HandlerThread:22724 [handler.py:handle_request():146] handle_request: check_version
2025-05-16 19:04:30,537 DEBUG   SenderThread:22724 [sender.py:send_request():407] send_request: check_version
2025-05-16 19:04:31,037 DEBUG   HandlerThread:22724 [handler.py:handle_request():146] handle_request: run_start
2025-05-16 19:04:31,086 DEBUG   HandlerThread:22724 [system_info.py:__init__():32] System info init
2025-05-16 19:04:31,086 DEBUG   HandlerThread:22724 [system_info.py:__init__():47] System info init done
2025-05-16 19:04:31,086 INFO    HandlerThread:22724 [system_monitor.py:start():194] Starting system monitor
2025-05-16 19:04:31,086 INFO    SystemMonitor:22724 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-16 19:04:31,086 INFO    HandlerThread:22724 [system_monitor.py:probe():214] Collecting system info
2025-05-16 19:04:31,110 DEBUG   HandlerThread:22724 [system_info.py:probe():196] Probing system
2025-05-16 19:04:31,110 INFO    SystemMonitor:22724 [interfaces.py:start():190] Started cpu monitoring
2025-05-16 19:04:31,110 INFO    SystemMonitor:22724 [interfaces.py:start():190] Started disk monitoring
2025-05-16 19:04:31,123 INFO    SystemMonitor:22724 [interfaces.py:start():190] Started memory monitoring
2025-05-16 19:04:31,151 INFO    SystemMonitor:22724 [interfaces.py:start():190] Started network monitoring
